604046279 62.0 15.0
612141652 124.0 19.0
617115444 155.0 34.0
619396391 161.0 35.0
633214029 167.0 38.0
633230952 198.0 49.0
641927976 210.0 64.0
647511066 204.0 63.0
651794264 173.0 48.0
653284670 204.0 63.0
660717302 142.0 59.0
667165113 111.0 48.0
673728977 49.0 33.0
680344768 73.0 66.0
680349836 85.0 69.0
684622095 54.0 54.0
686314418 85.0 69.0
686433548 79.0 66.0
688545323 141.0 68.0
695219833 203.0 83.0
707502063 209.0 84.0
707506694 271.0 90.0
707509014 277.0 92.0
707511395 301.0 125.0
712527032 332.0 148.0
715431768 394.0 160.0
716217915 456.0 172.0
717004649 518.0 184.0
717778983 580.0 196.0
719474136 518.0 194.0
720665282 549.0 205.0
722686025 518.0 190.0
724995801 506.0 187.0
729064476 500.0 186.0
742551942 494.0 184.0
744701638 556.0 231.0
753983034 525.0 220.0
756168355 571.0 283.0
757952076 577.0 284.0
757976967 639.0 331.0
777986216 646.0 335.0
787797911 584.0 323.0
791781545 578.0 322.0
815389498 516.0 310.0
832625104 540.0 343.0
834215298 478.0 337.0
845498744 484.0 339.0
851953043 546.0 351.0
852780530 608.0 363.0
852789556 670.0 375.0
853567664 732.0 387.0
857735831 794.0 434.0
870110397 803.0 446.0
870114620 809.0 447.0
870137000 815.0 462.0
870142570 821.0 465.0
870144371 870.0 471.0
888242171 808.0 459.0
895774012 870.0 461.0
900692789 864.0 460.0
900984503 876.0 460.0
912381050 907.0 475.0
918603685 895.0 475.0
919618701 901.0 476.0
919621335 932.0 480.0
930805575 870.0 478.0
932643244 932.0 482.0
933624313 870.0 470.0
938780809 808.0 458.0
940641138 777.0 435.0
947377046 746.0 420.0
948774291 684.0 408.0
948922636 715.0 423.0
958517100 721.0 424.0
958522447 783.0 430.0
961104362 721.0 418.0
970894326 727.0 420.0
979951391 721.0 419.0
980064485 715.0 418.0
987942608 684.0 403.0
989566241 715.0 418.0
991212522 727.0 433.0
1003016951 721.0 431.0
1008014255 727.0 432.0
1021033239 696.0 417.0
1025420928 684.0 402.0
1028556345 693.0 406.0
1031329249 687.0 405.0
1070820421 693.0 410.0
1070822506 699.0 412.0
1070824276 705.0 416.0
1072885183 656.0 410.0
1090147019 594.0 404.0
1091665880 582.0 389.0
1094663460 588.0 391.0
1094665885 600.0 400.0
1094670179 631.0 402.0
1094672511 662.0 413.0
1105629796 724.0 428.0
1105875093 715.0 416.0
1107212523 724.0 423.0
1118077036 662.0 411.0
1119611754 656.0 409.0
1130492887 625.0 407.0
1133431313 631.0 409.0
1133450300 640.0 421.0
1133464557 658.0 428.0
1141411442 689.0 431.0
1144766623 658.0 420.0
1146164056 689.0 423.0
1146166412 720.0 427.0
1146168975 726.0 428.0
1158254548 757.0 443.0
1170373260 766.0 455.0
1171798608 779.0 458.0
1187476479 748.0 455.0
1196986030 810.0 457.0
1212706702 872.0 461.0
1220011227 878.0 462.0
1225855458 940.0 493.0
1228794315 971.0 508.0
1232527559 977.0 511.0
1244693123 983.0 512.0
1244696764 1045.0 518.0
1244699330 1051.0 520.0
1253077643 1020.0 505.0
1254404869 1051.0 520.0
1256333233 1045.0 519.0
1256792579 1036.0 515.0
1259771012 1030.0 512.0
1260565009 968.0 508.0
1274281891 962.0 507.0
1281151866 956.0 505.0
1289567060 925.0 490.0
1290520847 863.0 488.0
1291121562 894.0 503.0
1291660023 832.0 488.0
1294841866 838.0 489.0
1309459983 776.0 442.0
1319473382 714.0 395.0
1319671462 708.0 394.0
1320853570 677.0 379.0
1323295626 664.0 376.0
1323301852 633.0 372.0
1324416942 624.0 360.0
