27,8,6,1,958522447,1018855137,919618701,3
1,4,62,15,958522447,1028205145,604046279,1
10,10,62,12,958522447,1029315709,717004649,1
18,2,62,12,958522447,1040193717,851953043,1
20,4,62,12,958522447,1044513700,852789556,1
19,2,62,12,958522447,1054516208,852780530,1
8,3,62,12,958522447,1058480177,715431768,2
21,10,62,12,958522447,1066059145,853567664,1
5,9,62,6,958522447,1085231051,707506694,1
30,9,62,6,958522447,1090147019,958522447,1
31,3,12,15,991212522,1091665880,991212522,2
11,4,62,12,958522447,1128985635,717778983,1
26,7,49,6,958522447,1161263259,870144371,3
7,5,31,23,958522447,1186636553,712527032,3
23,6,9,12,958522447,1194287143,870110397,3
17,4,6,2,958522447,1232635457,845498744,1
32,4,9,4,1028556345,1256792579,1028556345,1
49,9,62,2,1196986030,1290520847,1196986030,1
48,4,13,3,1171798608,1323295626,1171798608,1
47,7,9,12,1170373260,1324416942,1170373260,3
40,2,6,2,1133431313,1335173999,1133431313,1
2,2,12,15,958522447,1342015399,641927976,1
9,10,62,12,958522447,1360381568,716217915,1
28,9,31,4,958522447,1362202964,919621335,1
41,4,9,12,1133450300,1383933677,1133450300,1
46,10,31,15,1158254548,1385252513,1158254548,1
51,9,62,6,1244696764,1391447069,1244696764,1
36,2,6,2,1094663460,1399709745,1094663460,1
37,2,12,9,1094665885,1406380713,1094665885,1
52,10,62,12,1332360664,1411270297,1332360664,1
39,2,9,7,1107212523,1415769778,1107212523,1
25,4,6,3,958522447,1427381302,870142570,1
35,2,6,4,1070824276,1432899611,1070824276,1
54,10,62,12,1360381568,1440210461,1333143781,1
53,2,62,12,1342015399,1460168551,1332370263,1
56,4,62,12,1383933677,1464658094,1333157791,1
69,9,62,15,1424446717,1504185186,1424446717,1
14,6,62,47,958522447,1510005463,757976967,3
29,2,62,4,958522447,1510441309,932643244,1
72,6,9,12,1448110057,1528486606,1448110057,3
12,5,62,47,958522447,1533294191,744701638,3
74,2,31,11,1461791995,1546598382,1461791995,1
66,2,6,2,1408595414,1547264178,1408595414,1
4,1,62,15,958522447,1554962637,695219833,2
6,8,24,33,958522447,1578163647,707511395,3
24,1,6,15,958522447,1601216290,870137000,2
43,2,31,3,1141411442,1609965730,1141411442,1
3,9,24,33,958522447,1615071575,680344768,1
13,7,46,63,958522447,1625058098,756168355,3
73,8,9,12,1448119446,1658549688,1448119446,3
64,4,6,2,1396573972,1679225007,1396573972,1
83,1,31,15,1601216290,1682973780,1587995622,2
79,2,62,6,1572297366,1714148328,1572297366,1
50,6,62,31,1510005463,1727952454,1225855458,3
78,1,12,4,1559497582,1755563966,1559497582,2
80,2,56,11,1572302316,1795075868,1572302316,1
75,4,62,7,1486195455,1801360951,1486195455,1
81,1,12,4,1572311049,1801649163,1572311049,2
55,5,24,33,1333152441,1816720822,1333152441,3
76,9,62,7,1504185186,1841885879,1486201467,1
45,2,6,1,1146168975,1851654789,1146168975,1
99,4,9,12,1745572834,1867533377,1745572834,1
93,1,6,2,1696489031,1888261629,1696489031,2
104,5,31,11,1835011234,1899747194,1835011234,3
85,6,62,11,1727952454,1907587600,1597698616,3
102,2,62,12,1812336616,1911592155,1812336616,1
89,2,12,3,1634439344,1943381641,1634439344,1
91,4,7,4,1671117419,1948557684,1671117419,1
106,2,62,2,1855928638,1954889838,1855928638,1
88,2,6,2,1624144483,1962326089,1624144483,1
95,1,12,3,1698794330,1983389151,1698794330,2
92,1,7,4,1696466956,1983826230,1696466956,2
87,1,6,2,1623370205,1992767501,1623370205,2
107,4,62,7,1896122738,2014155759,1896122738,1
100,7,9,12,1745580996,2042401001,1745580996,3
59,7,62,47,1625058098,2044126857,1370298750,3
97,2,6,2,1720712514,2053888536,1720712514,1
94,1,7,4,1697980267,2056513024,1697980267,2
108,2,62,6,1942869129,2062551675,1942869129,1
86,1,6,2,1622532425,2069831090,1622532425,2
58,7,24,33,1345882048,2079882830,1345882048,3
61,2,24,25,1432899611,2130586697,1384136081,1
101,4,84,18,2014155759,2135298499,1747215871,1
119,2,62,15,2095201212,2175836692,2095201212,1
22,8,62,47,958522447,2182161819,857735831,3
103,1,12,15,1828324705,2199102118,1828324705,2
96,9,31,4,1713056841,2201231058,1713056841,1
122,6,9,12,2110713876,2208660159,2110713876,3
16,6,24,33,958522447,2224612878,832625104,3
126,4,13,3,2135298499,2232087300,2112582275,1
109,1,12,4,2006101076,2237153723,2006101076,2
111,1,6,2,2072282842,2237331069,2072282842,2
63,8,24,25,1578163647,2245393475,1384141975,3
115,2,62,7,2072297899,2263021729,2072297899,1
114,1,12,4,2072293315,2274367679,2072293315,2
118,1,12,4,2084886564,2279669259,2084886564,2
132,4,62,2,2157746539,2281715703,2157746539,1
133,2,62,6,2175836692,2293724900,2160146246,1
140,2,62,12,2298341970,2373808076,2298341970,1
123,8,9,12,2110724883,2399649466,2110724883,3
136,1,12,4,2199393778,2414362100,2199393778,2
112,1,6,2,2072288138,2415803824,2072288138,2
141,4,62,7,2311232888,2427799055,2311232888,1
146,2,31,15,2449499622,2519116957,2449499622,1
147,4,9,12,2461178082,2549704758,2461178082,1
148,8,13,3,2464412775,2550025004,2464412775,3
145,1,12,3,2434959907,2567637478,2434959907,2
143,1,6,2,2422101937,2569556516,2422101937,2
137,2,31,4,2215778982,2597953897,2215778982,1
90,9,31,3,1658992850,2616431671,1658992850,1
120,2,24,25,2130586697,2619304011,2097693251,1
142,4,9,12,2325176300,2619711001,2325176300,1
149,2,62,7,2519116957,2632607401,2473622585,1
138,2,6,2,2286654544,2635545990,2286654544,1
65,7,62,47,2044126857,2703340150,1396578697,3
116,7,32,47,2079882830,2707868251,2072302995,3
110,5,24,25,2030768396,2719896352,2030768396,3
153,9,62,7,2623547093,2739133134,2623547093,1
113,6,24,25,2072290813,2756732716,2072290813,3
159,2,9,12,2686176950,2762921078,2686176950,1
156,1,6,2,2649847886,2777365102,2649847886,2
144,4,31,23,2619711001,2785820420,2423678934,1
67,8,62,47,2182161819,2819208358,1420994077,3
117,8,24,33,2245393475,2859652267,2084853934,3
77,9,24,33,1615071575,2893623097,1510074219,1
164,4,62,12,2785820420,2899968507,2772316642,1
165,4,62,12,2899968507,3024374108,2772976516,1
154,5,31,23,2719896352,3032474530,2625745658,3
162,6,24,25,2756732716,3033816277,2737749553,3
160,8,12,31,2859652267,3046519409,2711740762,3
125,9,62,31,2893623097,3114934850,2111654467,1
181,4,0,3,3031673275,3118190576,3031673275,1
166,4,62,12,3024374108,3135929008,2773009094,1
42,4,18,7,1133464557,3196704165,1133464557,1
185,2,62,2,3077976355,3198737198,3077976355,1
34,2,6,2,1070822506,3213587660,1070822506,1
62,10,24,25,1440210461,3231853234,1384139407,1
167,4,62,12,3135929008,3254123567,2773711668,1
174,1,24,3,2923168941,3259550775,2923168941,2
188,9,31,2,3134835238,3290221997,3134835238,1
173,10,62,15,3231853234,3315897059,2888612705,1
182,4,31,4,3196704165,3316147717,3044198280,1
168,10,62,7,3231853234,3333152273,2785795754,1
180,7,12,15,3029063676,3383070637,3029063676,3
184,2,37,4,3213587660,3384957118,3066014217,1
186,4,12,7,3080292112,3412347132,3080292112,1
71,8,62,47,2819208358,3417815684,1434329258,3
177,2,31,3,2954111816,3435472477,2954111816,1
183,10,31,15,3315897059,3462732353,3047449131,1
176,4,62,7,3254123567,3548482192,2935071019,1
192,10,62,12,3462732353,3567359326,3253703474,1
152,7,24,33,2707868251,3583836176,2597697759,3
44,4,31,4,1146166412,3608729498,1146166412,1
190,4,31,23,3412347132,3616119141,3207224087,1
33,1,6,5,1070820421,3623416304,1070820421,2
194,21,62,12,3522808733,3623984525,3254571550,2
195,25,62,12,3522808733,3623985081,3254583439,1
198,24,12,31,3522808733,3629484286,3274007540,3
199,20,62,7,3522808733,3637082204,3274016033,1
172,19,62,21,3522808733,3638715506,2848936110,2
